,Text,Ground-Truth,Rank,All-Ranks,Prediction,Candidates,LR-distances,LD-distances,LRD-distances,LARD-distances
4256,An unpeeled potato.,potato_4_1,0,[0 4 2 1 3],potato_4_1,['potato_4_1' 'lime_1_1' 'hammer_2_4' 'apple_4_4' 'screwdriver_1_3'],[0.44 0.64 0.59 0.54 0.65],[0.49 0.65 0.57 0.57 0.57],[0.47 0.65 0.58 0.56 0.61],[0.34 0.75 0.67 0.56 0.71]
4257,The object is a potato. It is small and a golden yellow potato.,potato_4_1,0,[0 4 1 2 3],potato_4_1,"['potato_4_1' 'toothpaste_4_2' 'cap_2_2' 'can_opener_5_4'
 'allen_wrench_1_4']",[0.5  0.53 0.53 0.53 0.53],[0.48 0.62 0.48 0.55 0.56],[0.49 0.57 0.5  0.54 0.54],[0.34 0.65 0.58 0.57 0.62]
4258,nan,shampoo_5_2,0,[0 1 4 2 3],shampoo_5_2,"['shampoo_5_2' 'band_aid_1_1' 'bell_pepper_3_4' 'bell_pepper_2_2'
 'mouse_2_3']",[0.44 0.44 0.49 0.43 0.43],[0.42 0.46 0.5  0.5  0.5 ],[0.43 0.45 0.49 0.46 0.47],[0.44 0.38 0.62 0.49 0.62]
4259,This is a banana. It is yellow in color hence ripe.,banana_3_4,2,[2 0 4 3 1],food_jar_5_2,['banana_3_4' 'food_jar_5_2' 'scissors_4_1' 'bowl_2_3' 'shampoo_5_2'],[0.51 0.45 0.56 0.57 0.51],[0.56 0.47 0.57 0.51 0.48],[0.53 0.46 0.56 0.54 0.49],[0.48 0.54 0.58 0.61 0.59]
4260,This is the backside of a blue shampoo bottle with a gold top.,shampoo_5_2,0,[0 3 4 2 1],shampoo_5_2,"['shampoo_5_2' 'bowl_2_3' 'prescription_medicine_bottle_3_4'
 'measuring_tape_1_1' 'picture_frame_3_1']",[0.5  0.57 0.59 0.58 0.63],[0.52 0.61 0.62 0.54 0.48],[0.51 0.59 0.61 0.56 0.56],[0.52 0.7  0.48 0.53 0.57]
4261,This is a yellow banana.,banana_3_4,0,[0 3 4 1 2],banana_3_4,"['banana_3_4' 'scissors_3_3' 'medicine_bottle_3_4' 'bell_pepper_5_1'
 'syringe_1_1']",[0.43 0.52 0.6  0.49 0.55],[0.49 0.58 0.59 0.52 0.52],[0.46 0.55 0.6  0.51 0.53],[0.48 0.62 0.7  0.52 0.68]
4262,Here is a blue shampoo bottle.,shampoo_5_2,0,[0 2 4 3 1],shampoo_5_2,['shampoo_5_2' 'measuring_tape_2_4' 'bowl_2_3' 'bowl_4_2' 'notebook_1_1'],[0.41 0.59 0.61 0.59 0.55],[0.47 0.57 0.61 0.63 0.52],[0.44 0.58 0.61 0.61 0.53],[0.43 0.55 0.65 0.61 0.59]
4263,Here is a small yellow banana.,banana_3_4,1,[1 0 4 2 3],allen_wrench_1_4,['banana_3_4' 'allen_wrench_1_4' 'hammer_2_4' 'stapler_4_4' 'notebook_2_3'],[0.41 0.51 0.55 0.54 0.5 ],[0.54 0.41 0.66 0.61 0.67],[0.47 0.46 0.61 0.57 0.58],[0.5  0.56 0.66 0.59 0.6 ]
4264,"This is some sort of personal care product. Read the label on the other side of the bottle, not shown, to determine it’s use.",shampoo_5_2,1,[1 2 3 4 0],coffee_mug_5_2,['shampoo_5_2' 'marker_4_4' 'toothbrush_5_3' 'pencil_1_3' 'coffee_mug_5_2'],[0.49 0.49 0.57 0.69 0.43],[0.46 0.5  0.53 0.61 0.47],[0.47 0.5  0.55 0.65 0.45],[0.42 0.48 0.53 0.66 0.51]
4265,"This is a banana. It is yellow and was picked off a bunch of bananas, detached at the stem",banana_3_4,0,[0 1 4 2 3],banana_3_4,['banana_3_4' 'lightbulb_2_2' 'stapler_4_4' 'spoon_1_3' 'band_aid_5_3'],[0.45 0.5  0.62 0.57 0.56],[0.52 0.52 0.65 0.5  0.67],[0.49 0.51 0.64 0.54 0.61],[0.46 0.52 0.62 0.53 0.67]
4266,The object is a bottle of what appears to be shampoo.,shampoo_5_2,0,[0 3 1 4 2],shampoo_5_2,"['shampoo_5_2' 'prescription_medicine_bottle_2_4' 'bowl_1_4' 'syringe_5_3'
 'medicine_bottle_2_4']",[0.52 0.56 0.54 0.65 0.55],[0.45 0.57 0.5  0.6  0.5 ],[0.48 0.56 0.52 0.62 0.52],[0.42 0.46 0.56 0.65 0.42]
4267,The object is a perfectly ripe yellow banana.,banana_3_4,0,[0 4 1 2 3],banana_3_4,"['banana_3_4' 'measuring_tape_5_1' 'notebook_2_3' 'band_aid_4_2'
 'band_aid_1_4']",[0.51 0.61 0.46 0.56 0.57],[0.54 0.55 0.6  0.55 0.56],[0.53 0.58 0.53 0.55 0.56],[0.51 0.63 0.57 0.55 0.63]
4268,This is a blue bottle of OGX shampoo or conditioner.,shampoo_5_2,1,[1 4 0 2 3],lightbulb_2_4,['shampoo_5_2' 'plate_4_2' 'lightbulb_2_4' 'hammer_3_2' 'apple_5_4'],[0.49 0.61 0.46 0.54 0.55],[0.49 0.58 0.43 0.55 0.58],[0.49 0.6  0.45 0.55 0.56],[0.48 0.74 0.55 0.68 0.75]
4269,This is a single yellow banana.,banana_3_4,1,[1 2 3 4 0],can_opener_4_4,"['banana_3_4' 'shampoo_3_1' 'food_can_3_2' 'soda_bottle_3_2'
 'can_opener_4_4']",[0.5  0.54 0.53 0.65 0.51],[0.53 0.52 0.54 0.62 0.49],[0.51 0.53 0.53 0.64 0.5 ],[0.46 0.57 0.47 0.65 0.5 ]
4270,nan,shampoo_5_2,0,[0 2 3 1 4],shampoo_5_2,"['shampoo_5_2' 'allen_wrench_1_4' 'medicine_bottle_2_4'
 'measuring_tape_1_3' 'plate_3_4']",[0.4  0.46 0.53 0.48 0.58],[0.4  0.48 0.5  0.4  0.51],[0.4  0.47 0.52 0.44 0.55],[0.39 0.56 0.36 0.49 0.59]
4271,This is a banana.,banana_3_4,1,[1 2 3 0 4],bell_pepper_5_1,['banana_3_4' 'pliers_2_3' 'water_bottle_3_3' 'bell_pepper_5_1' 'book_4_4'],[0.44 0.64 0.64 0.48 0.68],[0.53 0.53 0.61 0.48 0.69],[0.48 0.58 0.63 0.48 0.68],[0.46 0.68 0.7  0.53 0.81]
4272,This plastic shampoo bottle is blue and round and has a gold colored top.,shampoo_5_2,0,[0 4 1 2 3],shampoo_5_2,['shampoo_5_2' 'lime_1_1' 'screwdriver_3_3' 'bell_pepper_2_2' 'marker_1_2'],[0.5  0.54 0.5  0.48 0.51],[0.47 0.61 0.49 0.52 0.56],[0.49 0.57 0.49 0.5  0.54],[0.46 0.53 0.54 0.46 0.6 ]
4273,This is a small ripe banana that is yellow with a few small dark spots.,banana_3_4,0,[0 2 1 3 4],banana_3_4,"['banana_3_4' 'pencil_2_1' 'allen_wrench_1_4' 'eye_glasses_4_2'
 'measuring_tape_3_4']",[0.47 0.62 0.57 0.66 0.62],[0.58 0.6  0.57 0.57 0.65],[0.52 0.61 0.57 0.61 0.63],[0.48 0.72 0.66 0.71 0.66]
4274,This is shampoo. it is in a blue bottle.,shampoo_5_2,0,[0 1 2 3 4],shampoo_5_2,['shampoo_5_2' 'banana_4_1' 'can_opener_5_4' 'book_2_4' 'pencil_2_1'],[0.51 0.5  0.51 0.62 0.61],[0.47 0.49 0.51 0.67 0.68],[0.49 0.5  0.51 0.64 0.65],[0.45 0.57 0.56 0.58 0.62]
4275,This is a banana. This is a yellow fruit.,banana_3_4,1,[1 2 0 4 3],marker_4_3,['banana_3_4' 'food_jar_1_3' 'marker_4_3' 'pliers_4_1' 'screwdriver_2_2'],[0.51 0.57 0.52 0.66 0.56],[0.53 0.48 0.51 0.63 0.66],[0.52 0.52 0.52 0.64 0.61],[0.48 0.56 0.52 0.71 0.69]
4276,A blue bottle of lotion with a gold cap.,shampoo_5_2,0,[0 1 3 2 4],shampoo_5_2,"['shampoo_5_2' 'medicine_bottle_1_4' 'prescription_medicine_bottle_3_3'
 'sponge_1_3' 'pencil_1_3']",[0.44 0.49 0.57 0.51 0.65],[0.49 0.5  0.55 0.5  0.6 ],[0.46 0.49 0.56 0.51 0.62],[0.44 0.42 0.48 0.51 0.7 ]
4277,An uneaten banana that is ripe and ready to be eaten.,banana_3_4,0,[0 4 2 1 3],banana_3_4,['banana_3_4' 'book_2_4' 'spoon_2_3' 'sponge_1_3' 'band_aid_5_3'],[0.48 0.58 0.59 0.51 0.6 ],[0.53 0.62 0.49 0.53 0.59],[0.51 0.6  0.54 0.52 0.6 ],[0.52 0.58 0.53 0.53 0.59]
4278,I see an blue cup on the table.,coffee_mug_2_1,2,[2 4 0 1 3],eye_glasses_2_3,"['coffee_mug_2_1' 'marker_1_2' 'eye_glasses_2_3' 'marker_4_3'
 'scissors_6_1']",[0.55 0.57 0.53 0.52 0.55],[0.56 0.57 0.55 0.59 0.56],[0.56 0.57 0.54 0.56 0.56],[0.47 0.57 0.56 0.52 0.59]
4279,I see can opener on the table.,can_opener_4_4,0,[0 1 2 3 4],can_opener_4_4,['can_opener_4_4' 'fork_1_2' 'plate_2_1' 'picture_frame_2_1' 'shampoo_1_2'],[0.45 0.5  0.54 0.57 0.53],[0.54 0.53 0.53 0.5  0.63],[0.49 0.51 0.53 0.53 0.58],[0.48 0.53 0.73 0.61 0.61]
4280,This is a mug,coffee_mug_2_1,0,[0 1 2 4 3],coffee_mug_2_1,"['coffee_mug_2_1' 'food_can_2_2' 'toothbrush_3_3' 'cell_phone_1_2'
 'toothpaste_2_4']",[0.41 0.54 0.61 0.65 0.61],[0.45 0.55 0.56 0.61 0.59],[0.43 0.54 0.59 0.63 0.6 ],[0.53 0.61 0.51 0.57 0.61]
4281,This is a manual can opener,can_opener_4_4,2,[2 0 3 1 4],measuring_tape_5_1,"['can_opener_4_4' 'measuring_tape_5_1' 'pliers_3_4' 'pencil_3_4'
 'banana_4_1']",[0.52 0.54 0.57 0.48 0.57],[0.59 0.46 0.58 0.55 0.58],[0.55 0.5  0.57 0.52 0.58],[0.58 0.56 0.61 0.52 0.59]
4282,This is a black coffee mug that has an orange interior.,coffee_mug_2_1,0,[0 1 3 4 2],coffee_mug_2_1,['coffee_mug_2_1' 'notebook_2_4' 'plate_3_4' 'lemon_5_3' 'marker_6_3'],[0.47 0.52 0.61 0.72 0.54],[0.51 0.51 0.57 0.73 0.52],[0.49 0.52 0.59 0.73 0.53],[0.49 0.51 0.49 0.58 0.5 ]
4283,This is a can opener with black handles.,can_opener_4_4,1,[1 3 0 4 2],screwdriver_4_3,"['can_opener_4_4' 'spoon_4_2' 'screwdriver_4_3' 'screwdriver_3_3'
 'medicine_bottle_1_4']",[0.52 0.5  0.44 0.5  0.57],[0.49 0.62 0.55 0.62 0.54],[0.5  0.56 0.5  0.56 0.56],[0.48 0.54 0.51 0.53 0.53]
4284,This is a black coffee mug with an orange inside.,coffee_mug_2_1,1,[1 2 3 4 0],bell_pepper_5_1,"['coffee_mug_2_1' 'marker_4_4' 'screwdriver_3_3' 'screwdriver_3_3'
 'bell_pepper_5_1']",[0.54 0.58 0.57 0.57 0.54],[0.53 0.55 0.58 0.58 0.53],[0.54 0.56 0.58 0.58 0.53],[0.4  0.58 0.69 0.69 0.63]
4285,This is a black and gray can opener.,can_opener_4_4,1,[1 4 0 3 2],eye_glasses_2_1,"['can_opener_4_4' 'pencil_1_3' 'eye_glasses_2_1' 'plate_4_2'
 'screwdriver_2_1']",[0.54 0.6  0.51 0.63 0.68],[0.56 0.65 0.47 0.58 0.52],[0.55 0.62 0.49 0.61 0.6 ],[0.51 0.61 0.52 0.67 0.6 ]
4286,This is a black coffee cup. The interior of this cup is yellow.,coffee_mug_2_1,0,[0 1 4 3 2],coffee_mug_2_1,"['coffee_mug_2_1' 'eye_glasses_3_4' 'stapler_2_1' 'can_opener_5_4'
 'shampoo_4_2']",[0.42 0.54 0.68 0.54 0.59],[0.44 0.4  0.59 0.59 0.54],[0.43 0.47 0.64 0.57 0.56],[0.34 0.54 0.67 0.58 0.71]
4287,This is a can opener with black and silver handles. The turn handle on this can opener is completely black.,can_opener_4_4,3,[3 4 2 0 1],screwdriver_3_3,"['can_opener_4_4' 'coffee_mug_2_1' 'hammer_1_3' 'screwdriver_3_3'
 'lime_5_3']",[0.5  0.7  0.49 0.49 0.48],[0.57 0.7  0.53 0.49 0.53],[0.54 0.7  0.51 0.49 0.5 ],[0.48 0.71 0.54 0.54 0.54]
4288,This is a black mug.,coffee_mug_2_1,1,[1 3 2 4 0],measuring_tape_5_1,"['coffee_mug_2_1' 'flashlight_2_3' 'soda_bottle_5_2' 'water_bottle_2_3'
 'measuring_tape_5_1']",[0.47 0.51 0.54 0.62 0.46],[0.49 0.57 0.52 0.64 0.43],[0.48 0.54 0.53 0.63 0.45],[0.4  0.58 0.57 0.68 0.44]
4289,This is a can opener.,can_opener_4_4,1,[1 3 2 4 0],food_can_5_2,"['can_opener_4_4' 'potato_5_1' 'prescription_medicine_bottle_3_3'
 'potato_5_1' 'food_can_5_2']",[0.48 0.62 0.55 0.62 0.42],[0.5  0.59 0.53 0.59 0.44],[0.49 0.6  0.54 0.6  0.43],[0.48 0.76 0.63 0.76 0.44]
4290,This is a black coffee cup with yellow inside and a handle,coffee_mug_2_1,0,[0 2 3 1 4],coffee_mug_2_1,['coffee_mug_2_1' 'onion_4_4' 'pliers_4_1' 'apple_1_5' 'syringe_4_1'],[0.47 0.57 0.6  0.55 0.7 ],[0.43 0.58 0.58 0.54 0.74],[0.45 0.58 0.59 0.55 0.72],[0.34 0.65 0.72 0.57 0.86]
4291,This is a black handled hand held can opener,can_opener_4_4,0,[0 3 4 1 2],can_opener_4_4,['can_opener_4_4' 'lime_4_2' 'lime_3_1' 'banana_3_4' 'pliers_1_3'],[0.5  0.64 0.63 0.51 0.54],[0.59 0.59 0.64 0.59 0.59],[0.55 0.61 0.63 0.55 0.57],[0.5  0.69 0.7  0.54 0.59]
4292,A black coffee mug that is dark yellow on the inside.,coffee_mug_2_1,0,[0 3 4 2 1],coffee_mug_2_1,['coffee_mug_2_1' 'bell_pepper_3_1' 'food_jar_3_2' 'plate_1_2' 'onion_3_4'],[0.4  0.55 0.58 0.53 0.46],[0.42 0.55 0.57 0.53 0.52],[0.41 0.55 0.58 0.53 0.49],[0.32 0.52 0.61 0.59 0.49]
4293,A manual can opener with a black handle.,can_opener_4_4,1,[1 3 4 2 0],hammer_3_3,"['can_opener_4_4' 'toothbrush_2_1' 'bell_pepper_3_1' 'flashlight_1_3'
 'hammer_3_3']",[0.45 0.58 0.65 0.48 0.46],[0.5  0.58 0.63 0.49 0.48],[0.47 0.58 0.64 0.49 0.47],[0.48 0.54 0.63 0.52 0.42]
4294,A coffee mug that is black on the outside and orange on the inside,coffee_mug_2_1,4,[4 2 1 3 0],spoon_4_2,['coffee_mug_2_1' 'lime_5_3' 'lemon_5_3' 'bowl_3_2' 'spoon_4_2'],[0.64 0.59 0.6  0.63 0.54],[0.69 0.63 0.58 0.61 0.53],[0.66 0.61 0.59 0.62 0.54],[0.44 0.73 0.71 0.56 0.64]
4295,A can opener with all black handles and a black turning mechanism.,can_opener_4_4,1,[1 4 0 2 3],marker_2_1,"['can_opener_4_4' 'book_2_4' 'marker_2_1' 'medicine_bottle_1_4'
 'potato_3_4']",[0.43 0.59 0.46 0.58 0.6 ],[0.54 0.61 0.43 0.58 0.56],[0.49 0.6  0.44 0.58 0.58],[0.45 0.65 0.49 0.6  0.44]
4296,COFFE MUG IS WIDELY USED IN WORLDWIDE. DIFFERENT COLORS OF COFFEE CUPS  ARE AVAILABLE,coffee_mug_2_1,4,[4 3 0 1 2],can_opener_1_4,"['coffee_mug_2_1' 'food_jar_2_3' 'can_opener_1_4' 'lightbulb_4_3'
 'sponge_1_3']",[0.57 0.56 0.5  0.51 0.47],[0.61 0.54 0.45 0.46 0.57],[0.59 0.55 0.48 0.48 0.52],[0.45 0.65 0.54 0.57 0.47]
4297,THESE ARE MANUFACTURED INORDER TO MAKE WORK AS EASIER.,can_opener_4_4,0,[0 2 4 1 3],can_opener_4_4,"['can_opener_4_4' 'bell_pepper_3_4' 'allen_wrench_2_3' 'apple_1_5'
 'sponge_2_4']",[0.5  0.56 0.69 0.55 0.63],[0.53 0.58 0.61 0.58 0.58],[0.51 0.57 0.65 0.57 0.61],[0.49 0.65 0.57 0.59 0.63]
4298,There is a box of bandaids. The box is blue.,band_aid_2_4,4,[4 2 1 0 3],book_2_4,['band_aid_2_4' 'lemon_4_4' 'food_can_3_2' 'book_2_4' 'water_bottle_2_4'],[0.61 0.54 0.51 0.48 0.62],[0.62 0.57 0.51 0.49 0.61],[0.61 0.55 0.51 0.49 0.61],[0.38 0.72 0.48 0.55 0.63]
4299,This is a box of different sized bandages.,band_aid_2_4,1,[1 3 2 0 4],measuring_tape_3_4,"['band_aid_2_4' 'picture_frame_2_1' 'marker_1_2' 'measuring_tape_3_4'
 'water_bottle_4_1']",[0.57 0.62 0.61 0.56 0.62],[0.58 0.57 0.55 0.51 0.6 ],[0.58 0.59 0.58 0.54 0.61],[0.39 0.58 0.53 0.53 0.66]
4300,A blue box of bandaids is sitting upright and forward.,band_aid_2_4,0,[0 2 4 1 3],band_aid_2_4,"['band_aid_2_4' 'bowl_1_4' 'marker_6_3' 'prescription_medicine_bottle_1_3'
 'toothbrush_3_3']",[0.47 0.56 0.57 0.46 0.57],[0.48 0.55 0.58 0.49 0.55],[0.47 0.55 0.58 0.48 0.56],[0.41 0.56 0.56 0.48 0.54]
4301,This is a box of bandages,band_aid_2_4,4,[4 1 2 0 3],measuring_tape_4_1,"['band_aid_2_4' 'pencil_4_4' 'stapler_4_4' 'measuring_tape_4_1'
 'stapler_4_4']",[0.58 0.49 0.54 0.52 0.54],[0.59 0.55 0.53 0.5  0.53],[0.58 0.52 0.53 0.51 0.53],[0.59 0.49 0.49 0.44 0.49]
4302,nan,band_aid_2_4,4,[4 2 0 1 3],measuring_tape_1_3,"['band_aid_2_4' 'flashlight_2_3' 'measuring_tape_1_3' 'onion_3_4'
 'notebook_1_1']",[0.59 0.45 0.4  0.46 0.58],[0.62 0.56 0.41 0.48 0.5 ],[0.61 0.5  0.41 0.47 0.54],[0.6  0.54 0.48 0.56 0.46]
4303,This is blue square box. This item is used to cover scraps and help heal the skin.,band_aid_2_4,2,[2 3 1 0 4],tissue_box_1_3,"['band_aid_2_4' 'can_opener_1_4' 'flashlight_2_3' 'tissue_box_1_3'
 'can_opener_1_4']",[0.57 0.63 0.54 0.58 0.63],[0.54 0.57 0.53 0.5  0.57],[0.56 0.6  0.54 0.54 0.6 ],[0.41 0.56 0.55 0.51 0.56]
4304,It is a blue box of band-aids.,band_aid_2_4,3,[3 0 1 2 4],food_jar_3_2,"['band_aid_2_4' 'food_jar_3_2' 'medicine_bottle_1_4' 'marker_6_3'
 'potato_5_1']",[0.5  0.46 0.46 0.48 0.67],[0.52 0.46 0.49 0.51 0.66],[0.51 0.46 0.48 0.49 0.66],[0.34 0.51 0.45 0.6  0.62]
4305,nan,band_aid_2_4,4,[4 0 2 1 3],food_jar_4_1,"['band_aid_2_4' 'food_jar_4_1' 'toothpaste_1_3' 'screwdriver_5_4'
 'apple_4_4']",[0.53 0.45 0.46 0.46 0.47],[0.55 0.43 0.43 0.43 0.49],[0.54 0.44 0.45 0.44 0.48],[0.49 0.46 0.4  0.42 0.56]
4306,This is a box of bandaids. The box is blue and showcases three bandages of different sizes on the front.,band_aid_2_4,1,[1 0 3 2 4],measuring_tape_5_2,"['band_aid_2_4' 'measuring_tape_5_2' 'lightbulb_3_3' 'toothpaste_1_3'
 'picture_frame_4_2']",[0.5  0.44 0.62 0.57 0.64],[0.49 0.52 0.49 0.48 0.47],[0.5  0.48 0.55 0.53 0.56],[0.34 0.52 0.6  0.5  0.62]
4307,THIS BOX MAY CONTAINS SOLID THINGS WHICH IS USED TO HUMAN.,band_aid_2_4,4,[4 3 1 0 2],can_opener_4_1,"['band_aid_2_4' 'spoon_1_3' 'shampoo_5_2' 'can_opener_4_1'
 'measuring_tape_5_1']",[0.61 0.53 0.47 0.47 0.49],[0.63 0.53 0.45 0.43 0.45],[0.62 0.53 0.46 0.45 0.47],[0.39 0.72 0.53 0.63 0.59]
4308,A medium sized green bell pepper.,bell_pepper_3_1,2,[2 0 1 3 4],picture_frame_5_3,"['bell_pepper_3_1' 'picture_frame_5_3' 'hand_towel_1_4' 'water_bottle_1_4'
 'apple_4_4']",[0.53 0.5  0.52 0.54 0.53],[0.5  0.5  0.49 0.53 0.56],[0.51 0.5  0.5  0.53 0.55],[0.57 0.47 0.49 0.55 0.53]
4309,This is a green bell pepper.,bell_pepper_3_1,0,[0 1 4 3 2],bell_pepper_3_1,"['bell_pepper_3_1' 'allen_wrench_2_2' 'soda_bottle_4_1' 'band_aid_3_2'
 'stapler_3_2']",[0.48 0.46 0.6  0.49 0.49],[0.43 0.47 0.59 0.51 0.5 ],[0.46 0.47 0.59 0.5  0.49],[0.38 0.54 0.61 0.65 0.51]
4310,This a Green Bell pepper. It is fresh.,bell_pepper_3_1,0,[0 4 3 2 1],bell_pepper_3_1,['bell_pepper_3_1' 'potato_3_4' 'hammer_2_4' 'apple_3_4' 'hand_towel_3_4'],[0.5  0.54 0.53 0.54 0.5 ],[0.5  0.55 0.52 0.48 0.5 ],[0.5  0.54 0.52 0.51 0.5 ],[0.42 0.5  0.62 0.46 0.6 ]
4311,This is a green bell pepper without a stem.,bell_pepper_3_1,1,[1 2 4 0 3],apple_3_4,"['bell_pepper_3_1' 'cap_2_2' 'prescription_medicine_bottle_2_4'
 'apple_3_4' 'book_1_4']",[0.47 0.54 0.55 0.48 0.56],[0.46 0.45 0.56 0.44 0.52],[0.46 0.49 0.55 0.46 0.54],[0.4  0.49 0.59 0.47 0.56]
4312,This is a green bell pepper,bell_pepper_3_1,0,[0 1 4 3 2],bell_pepper_3_1,"['bell_pepper_3_1' 'hand_towel_1_4' 'cell_phone_1_2' 'picture_frame_2_1'
 'measuring_tape_5_2']",[0.47 0.48 0.56 0.6  0.52],[0.47 0.51 0.62 0.53 0.59],[0.47 0.49 0.59 0.57 0.56],[0.44 0.49 0.54 0.52 0.55]
4313,This is a green bell pepper. It has a bad spot which would need removed before use.,bell_pepper_3_1,1,[1 3 4 2 0],lime_4_2,['bell_pepper_3_1' 'food_can_4_3' 'band_aid_5_3' 'food_can_2_2' 'lime_4_2'],[0.52 0.57 0.53 0.57 0.53],[0.52 0.56 0.67 0.55 0.47],[0.52 0.56 0.6  0.56 0.5 ],[0.4  0.62 0.62 0.57 0.57]
4314,This is a perfect looking green pepper that could be used in recipes or eaten as is.,bell_pepper_3_1,0,[0 4 2 1 3],bell_pepper_3_1,"['bell_pepper_3_1' 'water_bottle_2_4' 'water_bottle_4_1' 'stapler_5_4'
 'syringe_5_3']",[0.51 0.67 0.64 0.62 0.68],[0.49 0.7  0.6  0.47 0.64],[0.5  0.68 0.62 0.55 0.66],[0.37 0.72 0.65 0.51 0.64]
4315,It's a shiny green bell pepper with no stem or sticker.,bell_pepper_3_1,1,[1 2 0 3 4],hammer_5_1,"['bell_pepper_3_1' 'picture_frame_5_3' 'hammer_5_1' 'hand_towel_3_4'
 'sponge_2_4']",[0.51 0.54 0.49 0.54 0.64],[0.53 0.52 0.5  0.51 0.6 ],[0.52 0.53 0.5  0.53 0.62],[0.38 0.63 0.59 0.55 0.74]
4316,This is a medium green bell pepper,bell_pepper_3_1,1,[1 3 0 2 4],bowl_5_4,['bell_pepper_3_1' 'apple_1_2' 'bowl_5_4' 'lightbulb_5_2' 'band_aid_1_4'],[0.49 0.5  0.46 0.5  0.54],[0.47 0.52 0.49 0.46 0.7 ],[0.48 0.51 0.48 0.48 0.62],[0.38 0.45 0.47 0.5  0.68]
4317,It is a green bell pepper.,bell_pepper_3_1,0,[0 4 2 1 3],bell_pepper_3_1,"['bell_pepper_3_1' 'apple_2_3' 'scissors_2_3' 'onion_2_1'
 'measuring_tape_3_4']",[0.51 0.69 0.65 0.53 0.62],[0.51 0.63 0.56 0.6  0.59],[0.51 0.66 0.6  0.56 0.61],[0.39 0.49 0.72 0.49 0.69]
4318,A pair of black handled scissors.,scissors_1_3,1,[1 3 4 2 0],hammer_3_2,"['scissors_1_3' 'stapler_1_1' 'lightbulb_2_2' 'toothpaste_3_4'
 'hammer_3_2']",[0.5  0.59 0.64 0.56 0.53],[0.6  0.61 0.57 0.58 0.53],[0.55 0.6  0.61 0.57 0.53],[0.49 0.57 0.57 0.53 0.47]
4319,Kitchen scissors with black handles.,scissors_1_3,1,[1 0 4 2 3],can_opener_1_4,"['scissors_1_3' 'can_opener_1_4' 'shampoo_4_2' 'coffee_mug_5_1'
 'soda_bottle_2_4']",[0.44 0.52 0.68 0.59 0.64],[0.58 0.45 0.67 0.55 0.63],[0.51 0.48 0.67 0.57 0.63],[0.47 0.5  0.66 0.61 0.63]
4320,This is a pair of black scissors.,scissors_1_3,0,[0 1 2 4 3],scissors_1_3,"['scissors_1_3' 'flashlight_3_4' 'toothpaste_4_2' 'soda_bottle_5_4'
 'shampoo_2_2']",[0.42 0.59 0.49 0.71 0.6 ],[0.54 0.53 0.63 0.66 0.68],[0.48 0.56 0.56 0.69 0.64],[0.47 0.62 0.61 0.73 0.69]
4321,A pair of black scissors.,scissors_1_3,2,[2 1 0 3 4],measuring_tape_1_3,"['scissors_1_3' 'food_can_2_2' 'measuring_tape_1_3' 'hammer_3_2'
 'lemon_4_4']",[0.48 0.49 0.41 0.49 0.59],[0.53 0.47 0.43 0.53 0.58],[0.5  0.48 0.42 0.51 0.59],[0.5  0.6  0.51 0.52 0.7 ]
4322,This is a closed pair of black scissors.,scissors_1_3,0,[0 3 2 4 1],scissors_1_3,['scissors_1_3' 'screwdriver_3_3' 'stapler_5_4' 'pencil_2_1' 'banana_4_1'],[0.48 0.62 0.68 0.66 0.55],[0.53 0.61 0.52 0.59 0.54],[0.51 0.61 0.6  0.63 0.55],[0.54 0.61 0.57 0.62 0.68]
4323,The object is used to cut items. The object has a blade on each side of the knife-like parts.,scissors_1_3,0,[0 4 1 2 3],scissors_1_3,"['scissors_1_3' 'medicine_bottle_1_4' 'gauze_1_1' 'marker_6_3'
 'food_can_2_1']",[0.51 0.71 0.5  0.61 0.61],[0.53 0.62 0.54 0.57 0.58],[0.52 0.67 0.52 0.59 0.6 ],[0.48 0.69 0.52 0.58 0.62]
4324,There is a pair of black and silver scissors.,scissors_1_3,1,[1 0 3 2 4],fork_2_3,['scissors_1_3' 'fork_2_3' 'picture_frame_5_3' 'stapler_3_2' 'book_2_4'],[0.52 0.52 0.58 0.5  0.57],[0.55 0.48 0.55 0.58 0.59],[0.53 0.5  0.56 0.54 0.58],[0.52 0.55 0.58 0.55 0.74]
4325,It is a pair of black scissors.,scissors_1_3,2,[2 0 1 4 3],eye_glasses_4_1,"['scissors_1_3' 'eye_glasses_4_1' 'hand_towel_3_4'
 'prescription_medicine_bottle_3_3' 'bowl_2_3']",[0.46 0.41 0.49 0.67 0.51],[0.54 0.41 0.47 0.62 0.61],[0.5  0.41 0.48 0.65 0.56],[0.5  0.37 0.58 0.73 0.73]
4326,This is a pair of scissors. It is the color black.,scissors_1_3,1,[1 4 3 0 2],stapler_1_1,['scissors_1_3' 'book_4_4' 'syringe_5_3' 'stapler_1_1' 'banana_2_3'],[0.49 0.68 0.64 0.5  0.6 ],[0.57 0.72 0.6  0.49 0.6 ],[0.53 0.7  0.62 0.5  0.6 ],[0.44 0.68 0.59 0.5  0.61]
