,Text,Ground-Truth,Rank,All-Ranks,Prediction,Candidates,LR-distances,LD-distances,LRD-distances,ARD-distances,LARD-distances
4207,nan,lightbulb_1_4,1,[1 2 3 0 4],toothpaste_2_4,"['lightbulb_1_4' 'prescription_medicine_bottle_2_4' 'eye_glasses_2_3'
 'toothpaste_2_4' 'toothpaste_3_4']",[0.38 0.38 0.42 0.35 0.41],[0.37 0.4  0.39 0.32 0.4 ],[0.37 0.39 0.4  0.33 0.4 ],[0.36 0.28 0.5  0.51 0.69],[0.37 0.33 0.45 0.42 0.55]
4208,This is unripe tomato. It is green in color.,lime_4_2,2,[2 4 1 3 0],banana_2_3,"['lime_4_2' 'prescription_medicine_bottle_1_3' 'gauze_1_1' 'spoon_2_3'
 'banana_2_3']",[0.45 0.45 0.37 0.52 0.31],[0.39 0.56 0.42 0.43 0.36],[0.42 0.5  0.39 0.47 0.34],[0.34 0.46 0.36 0.38 0.39],[0.38 0.48 0.38 0.43 0.37]
4209,This is a lime,lime_4_2,0,[0 1 3 2 4],lime_4_2,"['lime_4_2' 'allen_wrench_1_4' 'prescription_medicine_bottle_3_3'
 'lightbulb_3_3' 'food_can_2_1']",[0.09 0.39 0.5  0.44 0.66],[0.1  0.39 0.54 0.58 0.63],[0.1  0.39 0.52 0.51 0.65],[0.26 0.53 0.65 0.42 0.68],[0.18 0.46 0.59 0.46 0.66]
4210,This is a small lime that is yellowish on one spot.,lime_4_2,0,[0 1 3 2 4],lime_4_2,"['lime_4_2' 'stapler_3_2' 'water_bottle_2_3' 'can_opener_5_4'
 'food_jar_3_2']",[0.19 0.48 0.52 0.52 0.55],[0.18 0.39 0.57 0.4  0.66],[0.18 0.43 0.55 0.46 0.61],[0.23 0.46 0.55 0.42 0.57],[0.21 0.45 0.55 0.44 0.59]
4211,This is a small green fruit.,lime_4_2,0,[0 1 2 3 4],lime_4_2,"['lime_4_2' 'potato_3_4' 'bell_pepper_3_1' 'allen_wrench_2_3'
 'syringe_1_1']",[0.17 0.34 0.39 0.45 0.46],[0.19 0.23 0.39 0.5  0.5 ],[0.18 0.28 0.39 0.48 0.48],[0.44 0.39 0.48 0.33 0.38],[0.31 0.34 0.44 0.4  0.43]
4212,It is a yellow green lime.,lime_4_2,0,[0 4 1 2 3],lime_4_2,"['lime_4_2' 'fork_5_1' 'flashlight_2_1' 'measuring_tape_5_2'
 'measuring_tape_5_2']",[0.09 0.76 0.69 0.64 0.64],[0.09 0.67 0.63 0.68 0.68],[0.09 0.71 0.66 0.66 0.66],[0.47 0.44 0.37 0.5  0.5 ],[0.28 0.58 0.51 0.58 0.58]
4213,This is a green lime.,lime_4_2,0,[0 1 2 4 3],lime_4_2,"['lime_4_2' 'soda_bottle_4_3' 'bowl_4_2' 'medicine_bottle_5_2'
 'picture_frame_2_1']",[0.06 0.54 0.61 0.69 0.54],[0.08 0.55 0.64 0.66 0.71],[0.07 0.55 0.63 0.68 0.63],[0.17 0.54 0.58 0.68 0.56],[0.12 0.54 0.6  0.68 0.6 ]
4214,A green citrus fruit called a lime. It is very small and round.,lime_4_2,0,[0 4 3 1 2],lime_4_2,['lime_4_2' 'book_3_1' 'eye_glasses_3_4' 'hammer_3_3' 'scissors_1_3'],[0.09 0.71 0.66 0.41 0.62],[0.1  0.75 0.5  0.54 0.43],[0.09 0.73 0.58 0.48 0.53],[0.53 0.48 0.41 0.45 0.56],[0.31 0.6  0.5  0.47 0.54]
4215,The bottom of a green lime of normal size.,lime_4_2,0,[0 2 4 3 1],lime_4_2,"['lime_4_2' 'can_opener_4_1' 'coffee_mug_3_1' 'picture_frame_5_1'
 'bell_pepper_3_1']",[0.13 0.52 0.67 0.63 0.43],[0.12 0.5  0.63 0.62 0.44],[0.12 0.51 0.65 0.63 0.43],[0.17 0.6  0.68 0.69 0.46],[0.15 0.56 0.67 0.66 0.45]
4216,This object is a green lime.  We use this for food and to flavor drinks sometimes.,lime_4_2,0,[0 3 2 4 1],lime_4_2,['lime_4_2' 'band_aid_4_2' 'hammer_6_2' 'potato_5_1' 'can_opener_3_4'],[0.17 0.55 0.53 0.57 0.44],[0.15 0.54 0.52 0.55 0.54],[0.16 0.54 0.53 0.56 0.49],[0.62 0.48 0.65 0.47 0.58],[0.39 0.51 0.59 0.52 0.54]
4217,IT IS A EDIBLE FRUIT WHICH CONTAINS MORE VITAMINS ANS PROTEINS,lime_4_2,0,[0 2 3 4 1],lime_4_2,['lime_4_2' 'hand_towel_3_4' 'hammer_5_1' 'band_aid_2_4' 'eye_glasses_3_4'],[0.27 0.54 0.56 0.7  0.62],[0.25 0.59 0.64 0.76 0.44],[0.26 0.56 0.6  0.73 0.53],[0.31 0.7  0.64 0.56 0.4 ],[0.28 0.63 0.62 0.65 0.47]
4218,A black picture frame viewed from the side.,picture_frame_5_3,0,[0 1 3 2 4],picture_frame_5_3,"['picture_frame_5_3' 'coffee_mug_5_2' 'food_jar_5_2' 'spoon_2_3'
 'apple_2_3']",[0.3  0.48 0.5  0.51 0.75],[0.22 0.39 0.6  0.58 0.68],[0.26 0.43 0.55 0.55 0.71],[0.37 0.38 0.54 0.53 0.69],[0.31 0.41 0.54 0.54 0.7 ]
4219,A small silver L-wrench.,allen_wrench_2_3,0,[0 2 1 4 3],allen_wrench_2_3,"['allen_wrench_2_3' 'soda_bottle_2_4' 'spoon_5_4' 'lightbulb_3_3'
 'potato_2_1']",[0.25 0.55 0.36 0.53 0.59],[0.27 0.53 0.28 0.6  0.52],[0.26 0.54 0.32 0.56 0.56],[0.28 0.63 0.39 0.59 0.66],[0.27 0.58 0.36 0.58 0.61]
4220,This is the side view of a black picture frame.,picture_frame_5_3,0,[0 1 2 3 4],picture_frame_5_3,"['picture_frame_5_3' 'prescription_medicine_bottle_1_3' 'marker_3_1'
 'toothpaste_5_2' 'potato_3_4']",[0.31 0.51 0.54 0.53 0.63],[0.2  0.43 0.46 0.59 0.55],[0.25 0.47 0.5  0.56 0.59],[0.38 0.42 0.33 0.37 0.46],[0.32 0.44 0.41 0.46 0.52]
4221,This is a white flip-top style cellphone.,allen_wrench_2_3,4,[4 3 2 1 0],screwdriver_5_4,"['allen_wrench_2_3' 'eye_glasses_4_1' 'scissors_1_3' 'toothpaste_5_2'
 'screwdriver_5_4']",[0.56 0.56 0.41 0.39 0.37],[0.5  0.46 0.53 0.48 0.4 ],[0.53 0.51 0.47 0.44 0.39],[0.47 0.5  0.38 0.31 0.38],[0.5  0.51 0.43 0.37 0.38]
4222,This is a black picture frame.,picture_frame_5_3,0,[0 1 2 3 4],picture_frame_5_3,['picture_frame_5_3' 'cap_2_2' 'fork_2_3' 'gauze_2_2' 'food_jar_2_3'],[0.25 0.33 0.49 0.51 0.57],[0.2  0.49 0.41 0.41 0.59],[0.23 0.41 0.45 0.46 0.58],[0.35 0.54 0.44 0.51 0.41],[0.29 0.48 0.44 0.48 0.49]
4223,This is a metal screwdriver.,allen_wrench_2_3,1,[1 2 3 0 4],banana_5_4,"['allen_wrench_2_3' 'banana_4_1' 'mouse_3_3' 'banana_5_4'
 'soda_bottle_2_4']",[0.52 0.5  0.55 0.32 0.6 ],[0.53 0.55 0.52 0.41 0.56],[0.52 0.52 0.53 0.37 0.58],[0.28 0.47 0.55 0.6  0.62],[0.4  0.5  0.54 0.48 0.6 ]
4224,It’s a picture frame for a photo approximately 5x7 in size. Kick stand on back for easy display or can be hung on a wall.,picture_frame_5_3,0,[0 1 4 3 2],picture_frame_5_3,['picture_frame_5_3' 'book_5_4' 'lime_2_3' 'pliers_3_4' 'coffee_mug_3_1'],[0.28 0.47 0.62 0.59 0.49],[0.22 0.44 0.56 0.56 0.47],[0.25 0.45 0.59 0.58 0.48],[0.37 0.59 0.59 0.5  0.53],[0.31 0.52 0.59 0.54 0.5 ]
4225,It’s an Allen wrench. Used to tighten or loosen bolts or screws that fit the shape end of the wrench.,allen_wrench_2_3,0,[0 4 2 1 3],allen_wrench_2_3,"['allen_wrench_2_3' 'toothpaste_2_4' 'pliers_1_3' 'shampoo_5_2'
 'screwdriver_5_1']",[0.36 0.42 0.39 0.46 0.47],[0.38 0.44 0.46 0.37 0.38],[0.37 0.43 0.42 0.42 0.43],[0.37 0.37 0.41 0.31 0.39],[0.37 0.4  0.41 0.36 0.41]
4226,This stand can be used on horizontal surfaces while using your mobile phone (hands free).,picture_frame_5_3,0,[0 2 4 3 1],picture_frame_5_3,"['picture_frame_5_3' 'screwdriver_2_1' 'bell_pepper_5_1' 'band_aid_1_1'
 'scissors_4_1']",[0.36 0.4  0.63 0.54 0.41],[0.32 0.56 0.61 0.5  0.42],[0.34 0.48 0.62 0.52 0.41],[0.38 0.47 0.67 0.42 0.44],[0.36 0.48 0.64 0.47 0.43]
4227,nan,allen_wrench_2_3,1,[1 4 2 0 3],band_aid_1_1,"['allen_wrench_2_3' 'coffee_mug_5_2' 'scissors_2_3' 'band_aid_1_1'
 'picture_frame_4_2']",[0.36 0.38 0.37 0.31 0.37],[0.36 0.48 0.38 0.36 0.39],[0.36 0.43 0.38 0.33 0.38],[0.46 0.41 0.41 0.55 0.4 ],[0.41 0.42 0.39 0.44 0.39]
4228,A black picture frame turned to the side.,picture_frame_5_3,0,[0 4 3 1 2],picture_frame_5_3,"['picture_frame_5_3' 'lime_4_2' 'pencil_1_3' 'eye_glasses_4_1'
 'marker_3_1']",[0.32 0.62 0.58 0.48 0.5 ],[0.26 0.61 0.54 0.39 0.42],[0.29 0.62 0.56 0.44 0.46],[0.26 0.57 0.52 0.45 0.43],[0.28 0.59 0.54 0.44 0.45]
4229,One very thick allen wrench.,allen_wrench_2_3,0,[0 3 2 1 4],allen_wrench_2_3,"['allen_wrench_2_3' 'book_2_4' 'onion_4_4' 'measuring_tape_5_1'
 'soda_bottle_1_1']",[0.28 0.54 0.5  0.38 0.52],[0.34 0.5  0.43 0.48 0.55],[0.31 0.52 0.46 0.43 0.54],[0.33 0.72 0.46 0.38 0.58],[0.32 0.62 0.46 0.4  0.56]
4230,It is a side view of a black photo frame with stand to hold it upright.,picture_frame_5_3,0,[0 2 3 4 1],picture_frame_5_3,"['picture_frame_5_3' 'pliers_2_3' 'prescription_medicine_bottle_3_4'
 'spoon_1_3' 'eye_glasses_2_1']",[0.33 0.58 0.51 0.48 0.54],[0.22 0.49 0.56 0.63 0.31],[0.27 0.53 0.54 0.56 0.42],[0.34 0.51 0.53 0.48 0.45],[0.31 0.52 0.53 0.52 0.44]
4231,It is something small and white.,allen_wrench_2_3,4,[4 1 3 2 0],stapler_1_1,"['allen_wrench_2_3' 'notebook_2_3' 'banana_2_3' 'screwdriver_3_3'
 'stapler_1_1']",[0.48 0.36 0.46 0.36 0.34],[0.52 0.39 0.53 0.49 0.41],[0.5  0.37 0.49 0.42 0.37],[0.3  0.46 0.56 0.34 0.43],[0.4  0.42 0.52 0.38 0.4 ]
4232,This is a black picture frame.,picture_frame_5_3,0,[0 1 2 4 3],picture_frame_5_3,"['picture_frame_5_3' 'hand_towel_2_3' 'toothbrush_5_3' 'bell_pepper_3_1'
 'hammer_3_3']",[0.25 0.46 0.49 0.74 0.45],[0.2  0.37 0.42 0.75 0.51],[0.23 0.41 0.45 0.75 0.48],[0.41 0.48 0.37 0.69 0.49],[0.32 0.45 0.41 0.72 0.48]
4233,This is a white flash drive.,allen_wrench_2_3,4,[4 2 0 1 3],plate_2_1,"['allen_wrench_2_3' 'sponge_2_4' 'plate_2_1' 'toothpaste_2_4'
 'shampoo_2_2']",[0.48 0.46 0.32 0.42 0.47],[0.49 0.48 0.31 0.5  0.49],[0.48 0.47 0.31 0.46 0.48],[0.23 0.5  0.4  0.5  0.55],[0.36 0.49 0.36 0.48 0.52]
4234,A black picture frame that has a stand in the back and is capable of holding one picture.,picture_frame_5_3,0,[0 4 3 1 2],picture_frame_5_3,"['picture_frame_5_3' 'onion_5_1' 'bell_pepper_1_1' 'stapler_2_3'
 'allen_wrench_2_3']",[0.27 0.69 0.61 0.48 0.5 ],[0.22 0.65 0.52 0.32 0.46],[0.25 0.67 0.56 0.4  0.48],[0.31 0.74 0.54 0.38 0.51],[0.28 0.71 0.55 0.39 0.5 ]
4235,"A single, silver L wrench.",allen_wrench_2_3,0,[0 3 2 4 1],allen_wrench_2_3,['allen_wrench_2_3' 'bowl_4_2' 'cap_2_2' 'lightbulb_1_4' 'book_1_4'],[0.26 0.55 0.52 0.69 0.42],[0.28 0.52 0.53 0.43 0.54],[0.27 0.53 0.53 0.56 0.48],[0.22 0.63 0.52 0.65 0.66],[0.24 0.58 0.52 0.61 0.57]
4236,nan,picture_frame_5_3,3,[3 0 1 2 4],gauze_1_1,['picture_frame_5_3' 'gauze_1_1' 'apple_1_2' 'food_can_2_1' 'scissors_3_3'],[0.4  0.34 0.37 0.35 0.34],[0.38 0.25 0.35 0.39 0.46],[0.39 0.3  0.36 0.37 0.4 ],[0.37 0.45 0.64 0.44 0.34],[0.38 0.37 0.5  0.41 0.37]
4237,nan,allen_wrench_2_3,1,[1 4 2 0 3],apple_1_2,"['allen_wrench_2_3' 'toothbrush_2_1' 'lime_3_1' 'apple_1_2'
 'toothbrush_4_2']",[0.36 0.5  0.33 0.37 0.4 ],[0.36 0.43 0.39 0.35 0.42],[0.36 0.46 0.36 0.36 0.41],[0.28 0.53 0.23 0.34 0.6 ],[0.32 0.5  0.3  0.35 0.5 ]
4238,A blue ceramic cereal bowl.,bowl_2_3,0,[0 2 4 1 3],bowl_2_3,"['bowl_2_3' 'medicine_bottle_3_4' 'syringe_1_1'
 'prescription_medicine_bottle_3_3' 'prescription_medicine_bottle_1_3']",[0.12 0.47 0.56 0.55 0.46],[0.13 0.53 0.54 0.44 0.55],[0.13 0.5  0.55 0.49 0.51],[0.32 0.39 0.52 0.45 0.42],[0.22 0.44 0.54 0.47 0.46]
4239,There is a ceramic bowl. The bowl is blue.,bowl_2_3,0,[0 2 1 4 3],bowl_2_3,"['bowl_2_3' 'flashlight_2_1' 'coffee_mug_3_1' 'measuring_tape_2_4'
 'spoon_2_3']",[0.13 0.41 0.18 0.55 0.43],[0.15 0.49 0.23 0.53 0.5 ],[0.14 0.45 0.21 0.54 0.46],[0.26 0.34 0.31 0.47 0.48],[0.2  0.4  0.26 0.5  0.47]
4240,A blue ceramic bowl.,bowl_2_3,0,[0 3 1 4 2],bowl_2_3,['bowl_2_3' 'apple_1_5' 'soda_bottle_1_1' 'cell_phone_2_2' 'spoon_4_2'],[0.09 0.56 0.47 0.65 0.45],[0.14 0.54 0.45 0.57 0.51],[0.11 0.55 0.46 0.61 0.48],[0.32 0.59 0.5  0.43 0.56],[0.21 0.57 0.48 0.52 0.52]
4241,"This is a blue, ceramic cereal or soup bowl.",bowl_2_3,0,[0 1 3 4 2],bowl_2_3,['bowl_2_3' 'water_bottle_5_4' 'marker_4_3' 'scissors_3_3' 'stapler_2_3'],[0.15 0.42 0.57 0.65 0.5 ],[0.15 0.43 0.52 0.66 0.49],[0.15 0.42 0.54 0.66 0.49],[0.31 0.27 0.39 0.53 0.41],[0.23 0.35 0.47 0.59 0.45]
4242,It’s a blue serving or mixing bowl.,bowl_2_3,0,[0 3 2 1 4],bowl_2_3,['bowl_2_3' 'lime_5_3' 'apple_2_3' 'lightbulb_3_1' 'measuring_tape_4_1'],[0.2  0.53 0.58 0.46 0.57],[0.21 0.56 0.49 0.5  0.55],[0.2  0.55 0.54 0.48 0.56],[0.23 0.49 0.55 0.42 0.51],[0.22 0.52 0.54 0.45 0.54]
4243,A sky blue ceramic bowl with a curved rim.,bowl_2_3,0,[0 2 4 3 1],bowl_2_3,['bowl_2_3' 'pencil_1_3' 'lime_5_3' 'mouse_2_3' 'bell_pepper_2_2'],[0.12 0.43 0.5  0.46 0.3 ],[0.14 0.5  0.56 0.53 0.45],[0.13 0.47 0.53 0.5  0.38],[0.34 0.54 0.53 0.46 0.49],[0.23 0.51 0.53 0.48 0.43]
4244,This is a blue bowl.,bowl_2_3,0,[0 3 1 2 4],bowl_2_3,['bowl_2_3' 'picture_frame_4_4' 'potato_2_1' 'gauze_1_1' 'can_opener_4_4'],[0.12 0.54 0.35 0.48 0.56],[0.13 0.44 0.37 0.46 0.53],[0.12 0.49 0.36 0.47 0.54],[0.24 0.41 0.27 0.37 0.33],[0.18 0.45 0.31 0.42 0.44]
4245,a royal blue medium sized shiny cereal bowl,bowl_2_3,0,[0 2 1 3 4],bowl_2_3,['bowl_2_3' 'band_aid_4_2' 'lightbulb_3_3' 'marker_4_4' 'pencil_4_4'],[0.23 0.43 0.44 0.48 0.52],[0.16 0.39 0.33 0.53 0.56],[0.2  0.41 0.38 0.5  0.54],[0.3  0.34 0.44 0.54 0.57],[0.25 0.38 0.41 0.52 0.55]
4246,"A blue, glossy bowl that you would use to eat food such as cereal or soup.",bowl_2_3,0,[0 2 1 4 3],bowl_2_3,"['bowl_2_3' 'water_bottle_5_4' 'potato_1_1' 'pill_cutter_1_4'
 'allen_wrench_2_2']",[0.21 0.51 0.36 0.65 0.55],[0.21 0.46 0.39 0.73 0.57],[0.21 0.49 0.38 0.69 0.56],[0.35 0.34 0.34 0.43 0.41],[0.28 0.41 0.36 0.56 0.49]
4247,This is a deep blue bowl.,bowl_2_3,0,[0 1 3 4 2],bowl_2_3,['bowl_2_3' 'plate_3_4' 'can_opener_2_1' 'picture_frame_5_3' 'apple_3_4'],[0.12 0.36 0.53 0.7  0.57],[0.15 0.34 0.55 0.67 0.42],[0.13 0.35 0.54 0.69 0.49],[0.27 0.37 0.32 0.48 0.49],[0.2  0.36 0.43 0.58 0.49]
4248,A small cleaned potato is laying on its' side.,potato_4_1,0,[0 2 4 3 1],potato_4_1,"['potato_4_1' 'apple_5_4' 'prescription_medicine_bottle_1_3'
 'lightbulb_5_2' 'lightbulb_1_4']",[0.18 0.37 0.48 0.5  0.22],[0.21 0.43 0.65 0.4  0.27],[0.19 0.4  0.57 0.45 0.25],[0.24 0.45 0.54 0.57 0.26],[0.22 0.42 0.55 0.51 0.25]
4249,This is a yellow potato.,potato_4_1,0,[0 4 3 2 1],potato_4_1,"['potato_4_1' 'eye_glasses_1_2' 'spoon_1_3' 'food_can_1_4'
 'pill_cutter_1_4']",[0.1  0.69 0.64 0.52 0.27],[0.12 0.68 0.69 0.48 0.44],[0.11 0.68 0.67 0.5  0.36],[0.45 0.6  0.71 0.4  0.39],[0.28 0.64 0.69 0.45 0.37]
4250,"This is a small, brown potato.",potato_4_1,0,[0 1 2 3 4],potato_4_1,"['potato_4_1' 'apple_3_4' 'soda_bottle_1_1' 'allen_wrench_5_2'
 'hand_towel_1_4']",[0.13 0.33 0.51 0.51 0.56],[0.14 0.21 0.5  0.64 0.64],[0.14 0.27 0.5  0.57 0.6 ],[0.34 0.35 0.33 0.47 0.43],[0.24 0.31 0.42 0.52 0.51]
4251,This is a small lumpy unpeeled raw potato.,potato_4_1,0,[0 4 2 1 3],potato_4_1,"['potato_4_1' 'hammer_4_2' 'toothbrush_3_3' 'medicine_bottle_1_4'
 'screwdriver_1_3']",[0.14 0.75 0.6  0.55 0.68],[0.17 0.72 0.66 0.49 0.58],[0.15 0.74 0.63 0.52 0.63],[0.3  0.53 0.56 0.46 0.52],[0.23 0.64 0.59 0.49 0.58]
4252,This is a russet potato.,potato_4_1,0,[0 1 2 4 3],potato_4_1,"['potato_4_1' 'notebook_2_4' 'hand_towel_3_4' 'allen_wrench_1_4'
 'hand_towel_3_4']",[0.16 0.45 0.54 0.69 0.54],[0.16 0.56 0.52 0.63 0.52],[0.16 0.51 0.53 0.66 0.53],[0.25 0.48 0.6  0.54 0.6 ],[0.21 0.5  0.56 0.6  0.56]
4253,It is a medium sized White potato.,potato_4_1,0,[0 1 4 2 3],potato_4_1,['potato_4_1' 'plate_3_1' 'mouse_2_3' 'band_aid_1_4' 'pencil_1_1'],[0.17 0.43 0.51 0.46 0.6 ],[0.18 0.36 0.7  0.62 0.51],[0.18 0.39 0.6  0.54 0.56],[0.22 0.36 0.47 0.44 0.53],[0.2  0.38 0.54 0.49 0.54]
4254,It is a raw potato,potato_4_1,0,[0 3 4 1 2],potato_4_1,['potato_4_1' 'toothbrush_4_2' 'pencil_5_2' 'lemon_4_4' 'lime_4_2'],[0.13 0.52 0.57 0.2  0.5 ],[0.14 0.54 0.66 0.29 0.43],[0.13 0.53 0.61 0.25 0.47],[0.26 0.57 0.54 0.4  0.59],[0.2  0.55 0.58 0.32 0.53]
4255,i cut my little finger peeling potatoes,potato_4_1,0,[0 3 4 1 2],potato_4_1,['potato_4_1' 'gauze_2_2' 'shampoo_4_2' 'toothpaste_5_2' 'can_opener_4_1'],[0.31 0.63 0.54 0.33 0.52],[0.27 0.45 0.62 0.45 0.36],[0.29 0.54 0.58 0.39 0.44],[0.39 0.48 0.52 0.37 0.36],[0.34 0.51 0.55 0.38 0.4 ]
4256,An unpeeled potato.,potato_4_1,0,[0 3 2 1 4],potato_4_1,['potato_4_1' 'lime_1_1' 'hammer_2_4' 'apple_4_4' 'screwdriver_1_3'],[0.15 0.52 0.5  0.36 0.57],[0.2  0.56 0.45 0.45 0.52],[0.17 0.54 0.47 0.41 0.54],[0.32 0.53 0.63 0.45 0.52],[0.25 0.54 0.55 0.43 0.53]
4257,The object is a potato. It is small and a golden yellow potato.,potato_4_1,0,[0 2 3 1 4],potato_4_1,"['potato_4_1' 'toothpaste_4_2' 'cap_2_2' 'can_opener_5_4'
 'allen_wrench_1_4']",[0.11 0.62 0.77 0.69 0.66],[0.14 0.55 0.47 0.45 0.59],[0.12 0.58 0.62 0.57 0.62],[0.2  0.68 0.59 0.53 0.54],[0.16 0.63 0.6  0.55 0.58]
4258,nan,shampoo_5_2,2,[2 0 3 1 4],band_aid_1_1,"['shampoo_5_2' 'band_aid_1_1' 'bell_pepper_3_4' 'bell_pepper_2_2'
 'mouse_2_3']",[0.38 0.31 0.4  0.38 0.39],[0.35 0.36 0.4  0.33 0.45],[0.37 0.33 0.4  0.35 0.42],[0.26 0.26 0.56 0.3  0.54],[0.31 0.29 0.48 0.32 0.48]
4259,This is a banana. It is yellow in color hence ripe.,banana_3_4,0,[0 4 1 2 3],banana_3_4,['banana_3_4' 'food_jar_5_2' 'scissors_4_1' 'bowl_2_3' 'shampoo_5_2'],[0.22 0.51 0.36 0.41 0.54],[0.37 0.55 0.41 0.52 0.47],[0.29 0.53 0.38 0.47 0.5 ],[0.33 0.57 0.46 0.54 0.55],[0.31 0.55 0.42 0.5  0.53]
4260,This is the backside of a blue shampoo bottle with a gold top.,shampoo_5_2,0,[0 2 3 4 1],shampoo_5_2,"['shampoo_5_2' 'bowl_2_3' 'prescription_medicine_bottle_3_4'
 'measuring_tape_1_1' 'picture_frame_3_1']",[0.24 0.47 0.45 0.6  0.37],[0.36 0.4  0.49 0.51 0.28],[0.3  0.43 0.47 0.55 0.32],[0.51 0.57 0.38 0.37 0.44],[0.41 0.5  0.42 0.46 0.38]
4261,This is a yellow banana.,banana_3_4,0,[0 1 4 2 3],banana_3_4,"['banana_3_4' 'scissors_3_3' 'medicine_bottle_3_4' 'bell_pepper_5_1'
 'syringe_1_1']",[0.2  0.41 0.63 0.4  0.57],[0.36 0.4  0.56 0.44 0.59],[0.28 0.4  0.6  0.42 0.58],[0.38 0.46 0.56 0.34 0.55],[0.33 0.43 0.58 0.38 0.57]
4262,Here is a blue shampoo bottle.,shampoo_5_2,0,[0 4 2 3 1],shampoo_5_2,['shampoo_5_2' 'measuring_tape_2_4' 'bowl_2_3' 'bowl_4_2' 'notebook_1_1'],[0.22 0.52 0.53 0.47 0.5 ],[0.36 0.6  0.44 0.52 0.43],[0.29 0.56 0.48 0.5  0.47],[0.38 0.46 0.46 0.43 0.58],[0.33 0.51 0.47 0.46 0.52]
4263,Here is a small yellow banana.,banana_3_4,0,[0 4 2 1 3],banana_3_4,['banana_3_4' 'allen_wrench_1_4' 'hammer_2_4' 'stapler_4_4' 'notebook_2_3'],[0.25 0.6  0.46 0.44 0.39],[0.37 0.53 0.53 0.49 0.6 ],[0.31 0.57 0.5  0.47 0.5 ],[0.48 0.58 0.59 0.55 0.49],[0.39 0.57 0.54 0.51 0.49]
4264,"This is some sort of personal care product. Read the label on the other side of the bottle, not shown, to determine it’s use.",shampoo_5_2,0,[0 2 1 3 4],shampoo_5_2,['shampoo_5_2' 'marker_4_4' 'toothbrush_5_3' 'pencil_1_3' 'coffee_mug_5_2'],[0.4  0.37 0.37 0.48 0.42],[0.37 0.48 0.43 0.42 0.65],[0.38 0.43 0.4  0.45 0.54],[0.32 0.4  0.43 0.57 0.42],[0.35 0.42 0.41 0.51 0.48]
4265,"This is a banana. It is yellow and was picked off a bunch of bananas, detached at the stem",banana_3_4,0,[0 1 3 2 4],banana_3_4,['banana_3_4' 'lightbulb_2_2' 'stapler_4_4' 'spoon_1_3' 'band_aid_5_3'],[0.24 0.37 0.51 0.56 0.55],[0.42 0.46 0.61 0.41 0.67],[0.33 0.42 0.56 0.49 0.61],[0.27 0.43 0.49 0.37 0.58],[0.3  0.42 0.53 0.43 0.59]
4266,The object is a bottle of what appears to be shampoo.,shampoo_5_2,1,[1 4 3 2 0],medicine_bottle_2_4,"['shampoo_5_2' 'prescription_medicine_bottle_2_4' 'bowl_1_4' 'syringe_5_3'
 'medicine_bottle_2_4']",[0.33 0.51 0.45 0.4  0.47],[0.48 0.5  0.48 0.48 0.3 ],[0.4  0.51 0.46 0.44 0.39],[0.22 0.42 0.51 0.62 0.24],[0.31 0.46 0.49 0.53 0.31]
4267,The object is a perfectly ripe yellow banana.,banana_3_4,0,[0 3 2 1 4],banana_3_4,"['banana_3_4' 'measuring_tape_5_1' 'notebook_2_3' 'band_aid_4_2'
 'band_aid_1_4']",[0.22 0.65 0.46 0.41 0.57],[0.4  0.49 0.61 0.58 0.76],[0.31 0.57 0.54 0.49 0.66],[0.45 0.54 0.46 0.54 0.52],[0.38 0.55 0.5  0.52 0.59]
4268,This is a blue bottle of OGX shampoo or conditioner.,shampoo_5_2,0,[0 3 1 2 4],shampoo_5_2,['shampoo_5_2' 'plate_4_2' 'lightbulb_2_4' 'hammer_3_2' 'apple_5_4'],[0.25 0.63 0.46 0.57 0.68],[0.4  0.61 0.47 0.58 0.73],[0.33 0.62 0.47 0.57 0.7 ],[0.36 0.61 0.51 0.77 0.71],[0.35 0.61 0.49 0.67 0.71]
4269,This is a single yellow banana.,banana_3_4,0,[0 3 2 4 1],banana_3_4,"['banana_3_4' 'shampoo_3_1' 'food_can_3_2' 'soda_bottle_3_2'
 'can_opener_4_4']",[0.2  0.44 0.44 0.54 0.43],[0.36 0.53 0.46 0.5  0.45],[0.28 0.48 0.45 0.52 0.44],[0.28 0.45 0.31 0.5  0.41],[0.28 0.47 0.38 0.51 0.42]
4270,nan,shampoo_5_2,2,[2 1 3 0 4],measuring_tape_1_3,"['shampoo_5_2' 'allen_wrench_1_4' 'medicine_bottle_2_4'
 'measuring_tape_1_3' 'plate_3_4']",[0.38 0.3  0.39 0.25 0.44],[0.35 0.31 0.37 0.24 0.36],[0.37 0.3  0.38 0.25 0.4 ],[0.32 0.65 0.27 0.45 0.42],[0.35 0.48 0.32 0.35 0.41]
4271,This is a banana.,banana_3_4,0,[0 3 2 1 4],banana_3_4,['banana_3_4' 'pliers_2_3' 'water_bottle_3_3' 'bell_pepper_5_1' 'book_4_4'],[0.2  0.62 0.45 0.42 0.57],[0.36 0.44 0.48 0.47 0.66],[0.28 0.53 0.47 0.44 0.62],[0.33 0.54 0.47 0.32 0.69],[0.3  0.53 0.47 0.38 0.65]
